,avenal-veterans-hall,s0,s1,s2,s3,s4,s5
2018-12-26 16:00:12-08:00,354.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:01:12-08:00,330.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:02:12-08:00,348.57142857142856,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:03:12-08:00,385.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:04:12-08:00,400.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:05:12-08:00,415.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:06:12-08:00,373.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:07:12-08:00,342.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:08:12-08:00,337.14285714285717,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:09:12-08:00,342.22222222222223,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:10:12-08:00,422.85714285714283,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:11:12-08:00,570.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:12:12-08:00,560.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:13:12-08:00,560.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:14:12-08:00,546.6666666666666,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:15:12-08:00,550.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:16:12-08:00,542.8571428571429,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:17:12-08:00,573.3333333333334,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:18:12-08:00,615.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:19:12-08:00,737.1428571428571,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:20:12-08:00,720.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:21:12-08:00,697.1428571428571,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:22:12-08:00,680.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:23:12-08:00,705.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:24:12-08:00,720.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:25:12-08:00,697.1428571428571,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:26:12-08:00,594.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:27:12-08:00,535.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:28:12-08:00,531.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:29:12-08:00,520.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:30:12-08:00,530.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:31:12-08:00,531.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:32:12-08:00,540.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:33:12-08:00,611.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:34:12-08:00,653.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:35:12-08:00,657.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:36:12-08:00,605.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:37:12-08:00,588.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:38:12-08:00,575.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:39:12-08:00,585.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:40:12-08:00,575.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:41:12-08:00,595.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:42:12-08:00,577.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:43:12-08:00,577.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:44:12-08:00,580.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 16:45:12-08:00,565.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:46:12-08:00,600.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:47:12-08:00,740.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:48:12-08:00,765.7142857142857,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:49:12-08:00,835.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:50:12-08:00,840.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:51:12-08:00,793.3333333333334,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:52:12-08:00,754.2857142857143,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:53:12-08:00,760.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:54:12-08:00,750.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:55:12-08:00,740.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:56:12-08:00,760.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:57:12-08:00,715.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:58:12-08:00,857.1428571428571,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 16:59:12-08:00,919.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:00:12-08:00,919.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:01:12-08:00,909.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:02:12-08:00,902.8571428571428,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:03:12-08:00,902.8571428571428,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:04:12-08:00,915.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:05:12-08:00,655.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:06:12-08:00,622.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:07:12-08:00,571.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:08:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:09:12-08:00,585.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:10:12-08:00,582.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:11:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:12:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:13:12-08:00,594.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:14:12-08:00,591.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:15:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:16:12-08:00,595.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:17:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:18:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:19:12-08:00,622.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:20:12-08:00,668.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:21:12-08:00,680.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:22:12-08:00,675.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:23:12-08:00,651.4285714285714,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:24:12-08:00,777.1428571428571,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:25:12-08:00,810.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:26:12-08:00,820.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:27:12-08:00,828.5714285714286,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:28:12-08:00,825.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:29:12-08:00,815.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:30:12-08:00,815.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:31:12-08:00,811.4285714285714,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:32:12-08:00,825.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:33:12-08:00,811.4285714285714,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:34:12-08:00,782.2222222222222,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:35:12-08:00,765.7142857142857,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:36:12-08:00,828.5714285714286,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:37:12-08:00,811.4285714285714,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:38:12-08:00,735.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:39:12-08:00,730.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:40:12-08:00,731.4285714285714,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:41:12-08:00,695.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 17:42:12-08:00,542.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:43:12-08:00,588.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:44:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:45:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:46:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:47:12-08:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:48:12-08:00,595.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:49:12-08:00,604.4444444444445,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:50:12-08:00,662.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:51:12-08:00,651.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:52:12-08:00,640.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:53:12-08:00,580.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:54:12-08:00,590.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:55:12-08:00,580.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:56:12-08:00,582.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:57:12-08:00,590.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:58:12-08:00,594.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 17:59:12-08:00,711.1111111111111,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:00:12-08:00,742.8571428571429,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:01:12-08:00,945.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:02:12-08:00,1022.8571428571429,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:03:12-08:00,1020.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:04:12-08:00,1005.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:05:12-08:00,1033.3333333333333,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:06:12-08:00,1050.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:07:12-08:00,1033.3333333333333,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:08:12-08:00,985.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:09:12-08:00,995.5555555555555,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:10:12-08:00,988.5714285714286,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:11:12-08:00,985.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:12:12-08:00,994.2857142857143,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:13:12-08:00,977.1428571428571,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:14:12-08:00,973.3333333333334,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:15:12-08:00,960.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:16:12-08:00,919.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:17:12-08:00,919.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:18:12-08:00,931.4285714285714,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:19:12-08:00,869.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:20:12-08:00,760.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:21:12-08:00,765.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:22:12-08:00,745.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:23:12-08:00,708.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:24:12-08:00,720.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:25:12-08:00,720.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:26:12-08:00,715.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:27:12-08:00,708.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:28:12-08:00,715.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:29:12-08:00,705.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 18:30:12-08:00,2015.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 18:31:12-08:00,2657.1428571428573,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 18:32:12-08:00,2655.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 18:33:12-08:00,2640.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 18:34:12-08:00,2631.1111111111113,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 18:35:12-08:00,2706.6666666666665,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 18:36:12-08:00,2680.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:37:12-08:00,2786.6666666666665,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:38:12-08:00,2840.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:39:12-08:00,2830.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:40:12-08:00,2830.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:41:12-08:00,2840.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:42:12-08:00,2710.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:43:12-08:00,2691.4285714285716,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:44:12-08:00,2680.0,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:45:12-08:00,2685.714285714286,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:46:12-08:00,2685.714285714286,1.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:47:12-08:00,2645.714285714286,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:48:12-08:00,2390.0,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 18:49:12-08:00,2215.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 18:50:12-08:00,2025.0000000000002,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 18:51:12-08:00,1839.9999999999998,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 18:52:12-08:00,1314.2857142857142,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 18:53:12-08:00,1335.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 18:54:12-08:00,1085.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:55:12-08:00,985.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:56:12-08:00,914.2857142857141,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:57:12-08:00,919.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 18:58:12-08:00,886.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 18:59:12-08:00,720.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:00:12-08:00,700.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:01:12-08:00,680.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:02:12-08:00,680.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:03:12-08:00,693.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:04:12-08:00,711.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:05:12-08:00,726.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:06:12-08:00,715.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:07:12-08:00,668.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:08:12-08:00,690.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:09:12-08:00,690.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:10:12-08:00,680.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:11:12-08:00,680.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:12:12-08:00,680.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:13:12-08:00,665.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:14:12-08:00,670.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:15:12-08:00,714.2857142857143,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:16:12-08:00,845.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:17:12-08:00,879.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:18:12-08:00,894.9999999999999,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:19:12-08:00,937.7777777777778,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:20:12-08:00,946.6666666666666,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:21:12-08:00,982.8571428571429,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 19:22:12-08:00,1422.857142857143,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 19:23:12-08:00,1420.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 19:24:12-08:00,1385.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 19:25:12-08:00,1350.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 19:26:12-08:00,1388.5714285714287,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:27:12-08:00,1815.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:28:12-08:00,1897.142857142857,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:29:12-08:00,1888.888888888889,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:30:12-08:00,1880.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:31:12-08:00,1890.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:32:12-08:00,1897.142857142857,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:33:12-08:00,1885.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:34:12-08:00,1905.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 19:35:12-08:00,1710.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:36:12-08:00,1120.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:37:12-08:00,915.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:38:12-08:00,822.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:39:12-08:00,791.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:40:12-08:00,794.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:41:12-08:00,868.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:42:12-08:00,930.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:43:12-08:00,930.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:44:12-08:00,919.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:45:12-08:00,940.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:46:12-08:00,925.7142857142856,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:47:12-08:00,948.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:48:12-08:00,737.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:49:12-08:00,725.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:50:12-08:00,765.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:51:12-08:00,765.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:52:12-08:00,695.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26 19:53:12-08:00,715.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:54:12-08:00,840.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:55:12-08:00,960.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:56:12-08:00,948.5714285714286,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:57:12-08:00,960.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:58:12-08:00,954.2857142857143,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 19:59:12-08:00,1005.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:00:12-08:00,1425.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:01:12-08:00,1485.7142857142858,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:02:12-08:00,1490.0,0.0,1.0,0.0,0.0,1.0,1.0
2018-12-26 20:03:12-08:00,1760.0,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:04:12-08:00,2145.0,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:05:12-08:00,2560.0,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:06:12-08:00,2554.285714285714,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:07:12-08:00,2495.0,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:08:12-08:00,2485.714285714286,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:09:12-08:00,2475.5555555555557,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:10:12-08:00,2451.4285714285716,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:11:12-08:00,2450.0,0.0,1.0,0.0,1.0,1.0,1.0
2018-12-26 20:12:12-08:00,2377.1428571428573,0.0,1.0,0.0,0.0,1.0,1.0
2018-12-26 20:13:12-08:00,1506.6666666666663,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 20:14:12-08:00,1017.7777777777778,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 20:15:12-08:00,1000.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 20:16:12-08:00,1015.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-26 20:17:12-08:00,942.8571428571429,0.0,1.0,0.0,0.0,0.0,0.0
2018-12-26 20:18:12-08:00,970.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-12-26 20:19:12-08:00,1305.0,0.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:20:12-08:00,2120.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:21:12-08:00,2585.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:22:12-08:00,2771.4285714285716,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:23:12-08:00,2920.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:24:12-08:00,2920.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:25:12-08:00,2913.3333333333335,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:26:12-08:00,2905.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:27:12-08:00,2880.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:28:12-08:00,2897.1428571428573,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:29:12-08:00,2910.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:30:12-08:00,2880.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:31:12-08:00,2875.0,1.0,1.0,0.0,1.0,0.0,1.0
2018-12-26 20:32:12-08:00,2862.8571428571427,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:33:12-08:00,2585.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:34:12-08:00,2260.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:35:12-08:00,2270.0000000000005,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:36:12-08:00,2245.714285714286,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:37:12-08:00,2200.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:38:12-08:00,2211.4285714285716,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:39:12-08:00,2200.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:40:12-08:00,2182.8571428571427,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:41:12-08:00,2195.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:42:12-08:00,2182.8571428571427,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:43:12-08:00,2188.5714285714284,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:44:12-08:00,2182.222222222222,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:45:12-08:00,2200.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:46:12-08:00,2160.0,0.0,0.0,0.0,1.0,1.0,1.0
2018-12-26 20:47:12-08:00,1942.857142857143,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:48:12-08:00,1674.2857142857144,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:49:12-08:00,1730.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:50:12-08:00,1744.9999999999998,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:51:12-08:00,1714.9999999999998,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:52:12-08:00,1651.4285714285718,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-26 20:53:12-08:00,1680.0000000000002,0.0,1.0,0.0,0.0,1.0,1.0
2018-12-26 20:54:12-08:00,2046.6666666666667,0.0,1.0,0.0,0.0,1.0,1.0
2018-12-26 20:55:12-08:00,2135.0,0.0,1.0,0.0,0.0,1.0,1.0
